target midpoint
0,5 0,6653417
0,5 0,6501878
0,5 0,6501878
0,5 0,6164136
0,5 0,5879122
0,5 0,5753966
0,5 0,5194566
0,5 0,5194566
0,5 0,5194566
0,5 0,4777142
0,5 0,4554879
0,5 0,4449735
0,5 0,4468775
0,5 0,4468775
0,5 0,4111189
0,5 0,4047085
0,5 0,4047085
0,5 0,4047085
0,5 0,4047085
0,5 0,4047085
0,5 0,4047085
0,5 0,4047085
0,5 0,4069148
0,5 0,4114935
0,5 0,3964086
0,5 0,4249202
0,5 0,37007
0,5 0,3996756
0,5 0,3862374
0,5 0,3862374
0,5 0,3862374
0,5 0,3862374
0,5 0,3862374
0,5 0,3899122
0,5 0,3958542
0,5 0,3958542
0,5 0,4121054
0,5 0,3931971
0,5 0,3876925
0,5 0,4072363
0,5 0,3884917
0,5 0,4082464
0,5 0,401754
0,5 0,3955997
0,5 0,4061568
0,5 0,385736
0,5 0,3912323
0,5 0,3912323
0,5 0,397282
0,5 0,4047668
0,5 0,4039587
0,5 0,3938282
0,5 0,3938273
0,5 0,4041228
0,5 0,4041228
0,5 0,4041228
0,5 0,3994995
0,5 0,3994995
0,5 0,4074882
0,5 0,4299193
0,5 0,4393407
0,5 0,4040418
0,5 0,4003521
0,5 0,4003521
0,5 0,4003531
0,5 0,4024902
0,5 0,4348346
0,5 0,4348346
0,5 0,4309617
0,5 0,4125141
0,5 0,4157424
0,5 0,4157424
0,5 0,4180039
0,5 0,4191137
0,5 0,3763948
0,5 0,3976881
0,5 0,3976881
0,5 0,3976871

0,75 0,3996652
0,75 0,4201207
0,75 0,4070345
0,75 0,5150846
0,75 0,5367638
0,75 0,5783196
0,75 0,6558701
0,75 0,6558701
0,75 0,6495899
0,75 0,6539274
0,75 0,6710213
0,75 0,6710125
0,75 0,6822222
0,75 0,687216
0,75 0,6967628
0,75 0,6982765
0,75 0,6616744
0,75 0,6616744
0,75 0,6732382
0,75 0,6801631
0,75 0,7376499
0,75 0,7425814
0,75 0,7498689
0,75 0,7529806
0,75 0,6749234
0,75 0,6750401
0,75 0,6270813
0,75 0,6566893
0,75 0,6566893
0,75 0,6566893
0,75 0,6566893
0,75 0,6566893
0,75 0,6566893
0,75 0,6566893
0,75 0,6068009
0,75 0,5927976
0,75 0,6547547
0,75 0,6714578
0,75 0,6714579
0,75 0,6167212
0,75 0,6167212
0,75 0,584048
0,75 0,584048
0,75 0,6420773
0,75 0,6462012
0,75 0,643536
0,75 0,684167
0,75 0,692388
0,75 0,692388
0,75 0,692388
0,75 0,6613662
0,75 0,6784315
0,75 0,6907216
0,75 0,6907216
0,75 0,6362196
0,75 0,6327593
0,75 0,5983886

1,25 0,6693452
1,25 0,6693452
1,25 0,6693452
1,25 0,6693452
1,25 0,6859811
1,25 0,6859811
1,25 0,6859811
1,25 0,6859811
1,25 0,7360224
1,25 0,8740898
1,25 0,9265661
1,25 0,9238024
1,25 0,9029742
1,25 0,9029742
1,25 1,114255
1,25 1,172014
1,25 1,172039
1,25 1,172039
1,25 1,201393
1,25 0,9439182
1,25 0,8309373
1,25 0,8309373
1,25 1,003253
1,25 0,969119
1,25 0,9049028
1,25 0,8741711
1,25 0,973957
1,25 0,9597435
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,026047
1,25 1,045159
1,25 1,045159
1,25 1,045159
1,25 0,9111376
1,25 0,9111376
1,25 0,9111376
1,25 0,9111376
1,25 0,9111376
1,25 1,050511
1,25 0,9927264
1,25 0,9747749
1,25 1,042367
1,25 1,047764
1,25 1,047764
1,25 1,098549
1,25 1,186012
1,25 1,08276
1,25 1,12838
1,25 1,089644
1,25 1,041422
1,25 1,041422
1,25 1,010182
1,25 1,083577
1,25 0,9634104
1,25 0,9634106
1,25 1,068265
1,25 1,021824
1,25 1,014666
1,25 1,07229
1,25 1,07229
1,25 1,047169
1,25 1,038034
1,25 1,038034
1,25 1,038034
1,25 1,301155
1,25 1,259657

2,25 1,196668
2,25 1,210457
2,25 1,486205
2,25 1,486206
2,25 1,696398
2,25 1,761938
2,25 1,895162
2,25 1,940616
2,25 1,939421
2,25 1,877553
2,25 1,877455
2,25 1,763188
2,25 1,763188
2,25 1,763188
2,25 1,763188
2,25 1,763188
2,25 2,474915
2,25 2,474915
2,25 2,474915
2,25 1,890845
2,25 1,365488
2,25 1,365488
2,25 1,791902
2,25 1,791902
2,25 1,791902
2,25 1,791902
2,25 1,791989
2,25 1,791989
2,25 1,791989
2,25 1,791989
2,25 1,791989
2,25 1,877818
2,25 1,974823
2,25 1,85767
2,25 1,603774
