target midpoint
2,5 1,985774
2,5 1,772306
2,5 1,772398
2,5 2,184671
2,5 1,554719
2,5 1,952705
2,5 2,805635
2,5 2,806
2,5 2,806
2,5 2,152221
2,5 2,152221
2,5 2,152221
2,5 2,651974
2,5 2,651974
2,5 1,612687
2,5 1,718319
2,5 1,718319
2,5 2,959744
2,5 2,959744
2,5 2,174575
2,5 2,91805
2,5 2,149273
2,5 1,943076
2,5 1,943076
2,5 2,097023
2,5 2,097023
2,5 1,961788
2,5 2,24589
2,5 1,904584
2,5 1,9047
2,5 2,052656
2,5 2,344233
2,5 1,928281
2,5 1,835389
2,5 2,137965
2,5 2,294501
2,5 2,681032
2,5 2,680747
2,5 1,723754
2,5 1,863112
2,5 1,914414
2,5 1,914414
2,5 1,833623
2,5 1,775943
2,5 1,765914
2,5 2,396905
2,5 1,927643
2,5 1,927643
2,5 2,005542
2,5 2,309398

3 2,04613
3 2,068537
3 2,279159
3 2,279159
3 2,279159
3 2,210649
3 2,210459
3 4,042523
3 4,042521
3 2,903579
3 2,90358
3 2,958962
3 2,998549
3 2,998549
3 2,998549
3 2,998549
3 2,998549
3 2,998549
3 2,001634
3 2,001634
3 1,761569
3 1,761569
3 1,90104
3 1,986176
3 2,043702
3 1,450959
3 1,450891
3 1,450891
3 2,003181
3 2,003323
3 1,783804
3 1,770042
3 1,770042
3 1,770042
3 2,259648
3 1,704895
3 1,704895
3 1,883626
3 2,978112
3 1,628874
3 1,910845
3 1,95028
3 1,776248
3 1,563148
3 1,75184
3 1,60993
3 1,866844
3 2,538314
3 2,340639
3 2,278859
3 2,249108
3 2,249108
3 2,2829
3 2,282899
3 2,282899
3 2,669644
3 2,669347
3 2,842278
3 2,842962
3 2,385359
3 2,385132
3 2,385132

